video_id,window_start_frame,window_start_sec,score,rank_in_video,feature_set,target_steps,source_split
01162_O_E_N_C8,240,4.0,0.489481657743454,12,kp7,40,val
01162_O_E_N_C8,258,4.300000190734863,0.4609021544456482,13,kp7,40,val
01162_O_E_N_C8,270,4.5,0.45355159044265747,14,kp7,40,val
01162_O_E_N_C8,246,4.099999904632568,0.45234954357147217,15,kp7,40,val
01162_O_E_N_C8,252,4.199999809265137,0.4370220899581909,16,kp7,40,val
01167_O_E_N_C5,264,4.400000095367432,0.5802575945854187,1,kp7,40,val
01167_O_E_N_C5,270,4.5,0.5664847493171692,2,kp7,40,val
01167_O_E_N_C5,258,4.300000190734863,0.5651630759239197,3,kp7,40,val
01167_O_E_N_C5,276,4.599999904632568,0.5484215617179871,4,kp7,40,val
01167_O_E_N_C5,300,5.0,0.5315460562705994,5,kp7,40,val
01167_O_E_N_C5,294,4.900000095367432,0.5279150009155273,6,kp7,40,val
01167_O_E_N_C5,252,4.199999809265137,0.5274120569229126,7,kp7,40,val
01167_O_E_N_C5,312,5.199999809265137,0.5264794826507568,8,kp7,40,val
01167_O_E_N_C5,306,5.099999904632568,0.5247024893760681,9,kp7,40,val
01167_O_E_N_C5,282,4.699999809265137,0.5102167129516602,10,kp7,40,val
01167_O_E_N_C5,288,4.800000190734863,0.5093060731887817,11,kp7,40,val
01167_O_E_N_C5,318,5.300000190734863,0.49951568245887756,12,kp7,40,val
01167_O_E_N_C5,246,4.099999904632568,0.4620221257209778,13,kp7,40,val
01167_O_E_N_C5,324,5.400000095367432,0.4515308439731598,14,kp7,40,val
01167_O_E_N_C5,342,5.699999809265137,0.43202611804008484,15,kp7,40,val
01167_O_E_N_C5,240,4.0,0.42685607075691223,16,kp7,40,val
01167_O_E_N_C5,348,5.800000190734863,0.4134247601032257,17,kp7,40,val
01167_O_E_N_C5,234,3.9000000953674316,0.4056236147880554,18,kp7,40,val
01198_O_E_N_C6,204,3.4000000953674316,0.7232758402824402,1,kp7,40,val
01198_O_E_N_C6,210,3.5,0.7045274376869202,2,kp7,40,val
01198_O_E_N_C6,192,3.200000047683716,0.6910961866378784,3,kp7,40,val
01198_O_E_N_C6,186,3.0999999046325684,0.68304443359375,4,kp7,40,val
01198_O_E_N_C6,198,3.299999952316284,0.6820729970932007,5,kp7,40,val
01198_O_E_N_C6,180,3.0,0.6723063588142395,6,kp7,40,val
01198_O_E_N_C6,216,3.5999999046325684,0.5958324074745178,7,kp7,40,val
01198_O_E_N_C6,222,3.700000047683716,0.541780412197113,8,kp7,40,val
01198_O_E_N_C6,228,3.799999952316284,0.4875369668006897,9,kp7,40,val
01198_O_E_N_C6,234,3.9000000953674316,0.45967939496040344,10,kp7,40,val
01198_O_E_N_C6,240,4.0,0.4001355767250061,11,kp7,40,val
01212_O_E_N_C7,324,5.400000095367432,0.5903658866882324,1,kp7,40,val
01212_O_E_N_C7,318,5.300000190734863,0.5525762438774109,2,kp7,40,val
01212_O_E_N_C7,330,5.5,0.5436373353004456,3,kp7,40,val
01212_O_E_N_C7,354,5.900000095367432,0.4872817099094391,4,kp7,40,val
01212_O_E_N_C7,348,5.800000190734863,0.48640885949134827,5,kp7,40,val
01212_O_E_N_C7,342,5.699999809265137,0.47486063838005066,6,kp7,40,val
01212_O_E_N_C7,300,5.0,0.4716678559780121,7,kp7,40,val
01212_O_E_N_C7,336,5.599999904632568,0.46712929010391235,8,kp7,40,val
01212_O_E_N_C7,294,4.900000095367432,0.4609214961528778,9,kp7,40,val
01212_O_E_N_C7,312,5.199999809265137,0.4539776146411896,10,kp7,40,val
01212_O_E_N_C7,306,5.099999904632568,0.44464895129203796,11,kp7,40,val
01212_O_E_N_C7,288,4.800000190734863,0.440845251083374,12,kp7,40,val
01212_O_E_N_C7,282,4.699999809265137,0.4359760582447052,13,kp7,40,val
01212_O_E_N_C7,360,6.0,0.4351177513599396,14,kp7,40,val
01212_O_E_N_C7,276,4.599999904632568,0.423825204372406,15,kp7,40,val
01217_O_E_N_C7,408,6.800000190734863,0.6921831965446472,1,kp7,40,val
01217_O_E_N_C7,390,6.5,0.6442305445671082,2,kp7,40,val
01217_O_E_N_C7,420,7.0,0.64275062084198,3,kp7,40,val
01217_O_E_N_C7,396,6.599999904632568,0.6420263648033142,4,kp7,40,val
01217_O_E_N_C7,384,6.400000095367432,0.633192777633667,5,kp7,40,val
01217_O_E_N_C7,402,6.699999809265137,0.6264265179634094,6,kp7,40,val
01217_O_E_N_C7,414,6.900000095367432,0.6196627616882324,7,kp7,40,val
01217_O_E_N_C7,378,6.300000190734863,0.6090847253799438,8,kp7,40,val
01217_O_E_N_C7,372,6.199999809265137,0.5760592222213745,9,kp7,40,val
01217_O_E_N_C7,366,6.099999904632568,0.5476616621017456,10,kp7,40,val
01217_O_E_N_C7,360,6.0,0.5310605764389038,11,kp7,40,val
01217_O_E_N_C7,336,5.599999904632568,0.5293224453926086,12,kp7,40,val
01217_O_E_N_C7,342,5.699999809265137,0.5264831185340881,13,kp7,40,val
01217_O_E_N_C7,354,5.900000095367432,0.5208860039710999,14,kp7,40,val
01217_O_E_N_C7,324,5.400000095367432,0.5135987997055054,15,kp7,40,val
01217_O_E_N_C7,348,5.800000190734863,0.5112168192863464,16,kp7,40,val
01217_O_E_N_C7,330,5.5,0.510440468788147,17,kp7,40,val
01217_O_E_N_C7,318,5.300000190734863,0.48306524753570557,18,kp7,40,val
01217_O_E_N_C7,306,5.099999904632568,0.4377650320529938,19,kp7,40,val
01217_O_E_N_C7,312,5.199999809265137,0.4147898256778717,20,kp7,40,val
01224_O_E_N_C8,198,3.299999952316284,0.9093385338783264,1,kp7,40,val
01224_O_E_N_C8,204,3.4000000953674316,0.8776905536651611,2,kp7,40,val
01224_O_E_N_C8,210,3.5,0.8279967308044434,3,kp7,40,val
01224_O_E_N_C8,192,3.200000047683716,0.8161226511001587,4,kp7,40,val
01224_O_E_N_C8,186,3.0999999046325684,0.6424642205238342,5,kp7,40,val
01224_O_E_N_C8,216,3.5999999046325684,0.6372302174568176,6,kp7,40,val
01224_O_E_N_C8,180,3.0,0.40126630663871765,7,kp7,40,val
01224_O_E_N_C8,222,3.700000047683716,0.3752349317073822,8,kp7,40,val
01224_O_E_N_C8,228,3.799999952316284,0.2863496243953705,9,kp7,40,val
01224_O_E_N_C8,384,6.400000095367432,0.24965840578079224,10,kp7,40,val
01235_O_E_N_C6,270,4.5,0.6089261174201965,1,kp7,40,val
01235_O_E_N_C6,264,4.400000095367432,0.5919328927993774,2,kp7,40,val
01235_O_E_N_C6,258,4.300000190734863,0.5764342546463013,3,kp7,40,val
01235_O_E_N_C6,252,4.199999809265137,0.5688722133636475,4,kp7,40,val
01235_O_E_N_C6,276,4.599999904632568,0.5542730093002319,5,kp7,40,val
01235_O_E_N_C6,246,4.099999904632568,0.5414969325065613,6,kp7,40,val
01235_O_E_N_C6,240,4.0,0.5162473917007446,7,kp7,40,val
01235_O_E_N_C6,282,4.699999809265137,0.5074514150619507,8,kp7,40,val
01235_O_E_N_C6,234,3.9000000953674316,0.4873057007789612,9,kp7,40,val
01235_O_E_N_C6,288,4.800000190734863,0.4631417989730835,10,kp7,40,val
01235_O_E_N_C6,228,3.799999952316284,0.463042289018631,11,kp7,40,val
01235_O_E_N_C6,222,3.700000047683716,0.4494718611240387,12,kp7,40,val
01235_O_E_N_C6,216,3.5999999046325684,0.4380209445953369,13,kp7,40,val
01235_O_E_N_C6,210,3.5,0.4265240728855133,14,kp7,40,val
01235_O_E_N_C6,204,3.4000000953674316,0.4091472327709198,15,kp7,40,val
01235_O_E_N_C6,294,4.900000095367432,0.4006538689136505,16,kp7,40,val
01243_O_E_N_C7,282,4.699999809265137,0.9200553894042969,1,kp7,40,val
01243_O_E_N_C7,264,4.400000095367432,0.9196856021881104,2,kp7,40,val
01243_O_E_N_C7,288,4.800000190734863,0.9194579124450684,3,kp7,40,val
01243_O_E_N_C7,258,4.300000190734863,0.9178533554077148,4,kp7,40,val
01243_O_E_N_C7,270,4.5,0.9175054430961609,5,kp7,40,val
01243_O_E_N_C7,276,4.599999904632568,0.9172387719154358,6,kp7,40,val
01243_O_E_N_C7,234,3.9000000953674316,0.9170096516609192,7,kp7,40,val
01243_O_E_N_C7,252,4.199999809265137,0.9163581132888794,8,kp7,40,val
01243_O_E_N_C7,228,3.799999952316284,0.9157739877700806,9,kp7,40,val
01243_O_E_N_C7,294,4.900000095367432,0.9154642820358276,10,kp7,40,val
01243_O_E_N_C7,240,4.0,0.9121899008750916,11,kp7,40,val
01243_O_E_N_C7,300,5.0,0.9114612340927124,12,kp7,40,val
01243_O_E_N_C7,246,4.099999904632568,0.9114029407501221,13,kp7,40,val
01243_O_E_N_C7,306,5.099999904632568,0.9003947973251343,14,kp7,40,val
01243_O_E_N_C7,312,5.199999809265137,0.870725154876709,15,kp7,40,val
01243_O_E_N_C7,222,3.700000047683716,0.866075873374939,16,kp7,40,val
01243_O_E_N_C7,216,3.5999999046325684,0.8615280985832214,17,kp7,40,val
01243_O_E_N_C7,318,5.300000190734863,0.7970923781394958,18,kp7,40,val
01243_O_E_N_C7,210,3.5,0.7475717067718506,19,kp7,40,val
01243_O_E_N_C7,324,5.400000095367432,0.7089176177978516,20,kp7,40,val
01243_O_E_N_C7,330,5.5,0.6815226674079895,21,kp7,40,val
01243_O_E_N_C7,336,5.599999904632568,0.6331683397293091,22,kp7,40,val
01243_O_E_N_C7,342,5.699999809265137,0.6181884407997131,23,kp7,40,val
01243_O_E_N_C7,348,5.800000190734863,0.5556107759475708,24,kp7,40,val
01243_O_E_N_C7,354,5.900000095367432,0.48419949412345886,25,kp7,40,val
01243_O_E_N_C7,204,3.4000000953674316,0.4540851414203644,26,kp7,40,val
01243_O_E_N_C7,360,6.0,0.4237852692604065,27,kp7,40,val
01243_O_E_N_C7,198,3.299999952316284,0.4020857810974121,28,kp7,40,val
01251_O_E_N_C7,258,4.300000190734863,0.613049328327179,1,kp7,40,val
01251_O_E_N_C7,270,4.5,0.6059396862983704,2,kp7,40,val
01251_O_E_N_C7,252,4.199999809265137,0.5976873636245728,3,kp7,40,val
01251_O_E_N_C7,264,4.400000095367432,0.5954903960227966,4,kp7,40,val
01251_O_E_N_C7,282,4.699999809265137,0.5949079990386963,5,kp7,40,val
01251_O_E_N_C7,276,4.599999904632568,0.5869532823562622,6,kp7,40,val
01251_O_E_N_C7,288,4.800000190734863,0.5705308318138123,7,kp7,40,val
01251_O_E_N_C7,294,4.900000095367432,0.5650878548622131,8,kp7,40,val
01251_O_E_N_C7,246,4.099999904632568,0.5465303063392639,9,kp7,40,val
01251_O_E_N_C7,300,5.0,0.5317524075508118,10,kp7,40,val
01251_O_E_N_C7,240,4.0,0.522805392742157,11,kp7,40,val
01251_O_E_N_C7,306,5.099999904632568,0.5169369578361511,12,kp7,40,val
01251_O_E_N_C7,312,5.199999809265137,0.48675990104675293,13,kp7,40,val
01251_O_E_N_C7,234,3.9000000953674316,0.48331931233406067,14,kp7,40,val
01251_O_E_N_C7,228,3.799999952316284,0.4721742272377014,15,kp7,40,val
01251_O_E_N_C7,222,3.700000047683716,0.44544529914855957,16,kp7,40,val
01251_O_E_N_C7,318,5.300000190734863,0.43170180916786194,17,kp7,40,val
01251_O_E_N_C7,216,3.5999999046325684,0.4172097146511078,18,kp7,40,val
01510_O_F_N_C7,420,7.006999969482422,0.7562037110328674,1,kp7,40,val
01510_O_F_N_C7,414,6.9070000648498535,0.7331089377403259,2,kp7,40,val
01510_O_F_N_C7,408,6.807000160217285,0.7071329355239868,3,kp7,40,val
01510_O_F_N_C7,396,6.60699987411499,0.6971150636672974,4,kp7,40,val
01510_O_F_N_C7,390,6.50600004196167,0.691836416721344,5,kp7,40,val
01510_O_F_N_C7,402,6.706999778747559,0.6742884516716003,6,kp7,40,val
01510_O_F_N_C7,360,6.00600004196167,0.6181209087371826,7,kp7,40,val
01510_O_F_N_C7,366,6.105999946594238,0.5368114709854126,8,kp7,40,val
01510_O_F_N_C7,384,6.406000137329102,0.5221450924873352,9,kp7,40,val
01510_O_F_N_C7,372,6.205999851226807,0.5134943127632141,10,kp7,40,val
01510_O_F_N_C7,354,5.906000137329102,0.49705588817596436,11,kp7,40,val
01510_O_F_N_C7,378,6.306000232696533,0.4872526228427887,12,kp7,40,val
01547_O_E_N_C8,384,6.406000137329102,0.6134131550788879,1,kp7,40,val
01547_O_E_N_C8,378,6.306000232696533,0.6122590899467468,2,kp7,40,val
01547_O_E_N_C8,372,6.205999851226807,0.6092150807380676,3,kp7,40,val
01547_O_E_N_C8,366,6.105999946594238,0.5891587734222412,4,kp7,40,val
01547_O_E_N_C8,222,3.7039999961853027,0.5683236122131348,5,kp7,40,val
01547_O_E_N_C8,216,3.6040000915527344,0.5635955333709717,6,kp7,40,val
01547_O_E_N_C8,204,3.4030001163482666,0.5624524354934692,7,kp7,40,val
01547_O_E_N_C8,228,3.803999900817871,0.5510053634643555,8,kp7,40,val
01547_O_E_N_C8,198,3.302999973297119,0.5484675765037537,9,kp7,40,val
01547_O_E_N_C8,390,6.50600004196167,0.5474112629890442,10,kp7,40,val
01547_O_E_N_C8,360,6.00600004196167,0.5467045307159424,11,kp7,40,val
01547_O_E_N_C8,234,3.9040000438690186,0.5407320857048035,12,kp7,40,val
01547_O_E_N_C8,240,4.004000186920166,0.5345814824104309,13,kp7,40,val
01547_O_E_N_C8,276,4.605000019073486,0.5330833196640015,14,kp7,40,val
01547_O_E_N_C8,396,6.60699987411499,0.5235193371772766,15,kp7,40,val
01547_O_E_N_C8,402,6.706999778747559,0.5202429890632629,16,kp7,40,val
01547_O_E_N_C8,270,4.505000114440918,0.5164794921875,17,kp7,40,val
01547_O_E_N_C8,210,3.503999948501587,0.509168267250061,18,kp7,40,val
01547_O_E_N_C8,288,4.804999828338623,0.5077328085899353,19,kp7,40,val
01547_O_E_N_C8,420,7.006999969482422,0.5067435503005981,20,kp7,40,val
01547_O_E_N_C8,354,5.906000137329102,0.5032774209976196,21,kp7,40,val
01547_O_E_N_C8,282,4.704999923706055,0.5017637610435486,22,kp7,40,val
01547_O_E_N_C8,414,6.9070000648498535,0.49902379512786865,23,kp7,40,val
01547_O_E_N_C8,252,4.203999996185303,0.4984641969203949,24,kp7,40,val
01547_O_E_N_C8,246,4.104000091552734,0.49544262886047363,25,kp7,40,val
01547_O_E_N_C8,408,6.807000160217285,0.47719764709472656,26,kp7,40,val
01547_O_E_N_C8,264,4.4039998054504395,0.47546347975730896,27,kp7,40,val
01547_O_E_N_C8,348,5.806000232696533,0.4709911048412323,28,kp7,40,val
01547_O_E_N_C8,258,4.303999900817871,0.46406006813049316,29,kp7,40,val
01547_O_E_N_C8,294,4.90500020980835,0.44758936762809753,30,kp7,40,val
01547_O_E_N_C8,342,5.705999851226807,0.4316464364528656,31,kp7,40,val
01547_O_E_N_C8,192,3.203000068664551,0.42024338245391846,32,kp7,40,val
01547_O_E_N_C8,336,5.605999946594238,0.4098123610019684,33,kp7,40,val
01591_L_F_N_C8,282,4.704999923706055,0.5751590132713318,1,kp7,40,val
01591_L_F_N_C8,276,4.605000019073486,0.5712078213691711,2,kp7,40,val
01591_L_F_N_C8,288,4.804999828338623,0.5663254261016846,3,kp7,40,val
01591_L_F_N_C8,270,4.505000114440918,0.5567981004714966,4,kp7,40,val
01591_L_F_N_C8,264,4.4039998054504395,0.5434703230857849,5,kp7,40,val
01591_L_F_N_C8,294,4.90500020980835,0.540569007396698,6,kp7,40,val
01591_L_F_N_C8,258,4.303999900817871,0.5340686440467834,7,kp7,40,val
01591_L_F_N_C8,252,4.203999996185303,0.5045648813247681,8,kp7,40,val
01591_L_F_N_C8,246,4.104000091552734,0.4565942585468292,9,kp7,40,val
01591_L_F_N_C8,300,5.005000114440918,0.45658019185066223,10,kp7,40,val
01591_L_F_N_C8,240,4.004000186920166,0.4359831213951111,11,kp7,40,val
01924_Y_E_N_C8,216,3.6040000915527344,0.7899401783943176,1,kp7,40,val
01924_Y_E_N_C8,222,3.7039999961853027,0.7428256273269653,2,kp7,40,val
01924_Y_E_N_C8,246,4.104000091552734,0.68935626745224,3,kp7,40,val
01924_Y_E_N_C8,210,3.503999948501587,0.683131754398346,4,kp7,40,val
01924_Y_E_N_C8,228,3.803999900817871,0.6679245233535767,5,kp7,40,val
01924_Y_E_N_C8,252,4.203999996185303,0.665570855140686,6,kp7,40,val
01924_Y_E_N_C8,234,3.9040000438690186,0.6378312706947327,7,kp7,40,val
01924_Y_E_N_C8,240,4.004000186920166,0.6306902766227722,8,kp7,40,val
01924_Y_E_N_C8,204,3.4030001163482666,0.5558425784111023,9,kp7,40,val
01924_Y_E_N_C8,258,4.303999900817871,0.5353372693061829,10,kp7,40,val
01924_Y_E_N_C8,198,3.302999973297119,0.42543038725852966,11,kp7,40,val
01924_Y_E_N_C8,264,4.4039998054504395,0.4220295548439026,12,kp7,40,val
01924_Y_E_N_C8,282,4.704999923706055,0.41254669427871704,13,kp7,40,val
01924_Y_E_N_C8,276,4.605000019073486,0.4031611382961273,14,kp7,40,val
01946_Y_A_N_C7,240,4.004000186920166,0.8086507320404053,1,kp7,40,val
01946_Y_A_N_C7,234,3.9040000438690186,0.7677716612815857,2,kp7,40,val
01946_Y_A_N_C7,228,3.803999900817871,0.7652189135551453,3,kp7,40,val
01946_Y_A_N_C7,222,3.7039999961853027,0.7586011290550232,4,kp7,40,val
01946_Y_A_N_C7,246,4.104000091552734,0.7241756319999695,5,kp7,40,val
01946_Y_A_N_C7,216,3.6040000915527344,0.6838265061378479,6,kp7,40,val
01946_Y_A_N_C7,210,3.503999948501587,0.5939105749130249,7,kp7,40,val
01946_Y_A_N_C7,252,4.203999996185303,0.5722280740737915,8,kp7,40,val
01946_Y_A_N_C7,204,3.4030001163482666,0.5625752806663513,9,kp7,40,val
01946_Y_A_N_C7,198,3.302999973297119,0.5191894769668579,10,kp7,40,val
01946_Y_A_N_C7,258,4.303999900817871,0.4287143647670746,11,kp7,40,val
01946_Y_A_N_C7,192,3.203000068664551,0.4235306680202484,12,kp7,40,val
02057_H_A_N_C7,186,3.1029999256134033,0.672082781791687,1,kp7,40,val
02057_H_A_N_C7,192,3.203000068664551,0.655616283416748,2,kp7,40,val
02057_H_A_N_C7,198,3.302999973297119,0.6361713409423828,3,kp7,40,val
02057_H_A_N_C7,294,4.90500020980835,0.606511116027832,4,kp7,40,val
02057_H_A_N_C7,228,3.803999900817871,0.6036784052848816,5,kp7,40,val
02057_H_A_N_C7,258,4.303999900817871,0.5862377882003784,6,kp7,40,val
02057_H_A_N_C7,222,3.7039999961853027,0.5819240212440491,7,kp7,40,val
02057_H_A_N_C7,234,3.9040000438690186,0.5760591626167297,8,kp7,40,val
02057_H_A_N_C7,252,4.203999996185303,0.572572648525238,9,kp7,40,val
02057_H_A_N_C7,204,3.4030001163482666,0.5722918510437012,10,kp7,40,val
02057_H_A_N_C7,216,3.6040000915527344,0.5587326884269714,11,kp7,40,val
02057_H_A_N_C7,210,3.503999948501587,0.5574035048484802,12,kp7,40,val
02057_H_A_N_C7,246,4.104000091552734,0.5573242902755737,13,kp7,40,val
02057_H_A_N_C7,240,4.004000186920166,0.5546385645866394,14,kp7,40,val
02057_H_A_N_C7,282,4.704999923706055,0.5447229146957397,15,kp7,40,val
02057_H_A_N_C7,276,4.605000019073486,0.537340521812439,16,kp7,40,val
02057_H_A_N_C7,288,4.804999828338623,0.5239480137825012,17,kp7,40,val
02057_H_A_N_C7,180,3.003000020980835,0.5090068578720093,18,kp7,40,val
02057_H_A_N_C7,264,4.4039998054504395,0.5068525075912476,19,kp7,40,val
02057_H_A_N_C7,300,5.005000114440918,0.5012966394424438,20,kp7,40,val
02057_H_A_N_C7,270,4.505000114440918,0.4944978654384613,21,kp7,40,val
02057_H_A_N_C7,306,5.105000019073486,0.489250510931015,22,kp7,40,val
02057_H_A_N_C7,312,5.204999923706055,0.4842895567417145,23,kp7,40,val
02057_H_A_N_C7,318,5.304999828338623,0.4403836727142334,24,kp7,40,val
02185_H_A_N_C6,288,4.804999828338623,0.7282755970954895,1,kp7,40,val
02185_H_A_N_C6,306,5.105000019073486,0.7253842949867249,2,kp7,40,val
02185_H_A_N_C6,300,5.005000114440918,0.6840640902519226,3,kp7,40,val
02185_H_A_N_C6,276,4.605000019073486,0.6751887202262878,4,kp7,40,val
02185_H_A_N_C6,294,4.90500020980835,0.6603744626045227,5,kp7,40,val
02185_H_A_N_C6,282,4.704999923706055,0.656679630279541,6,kp7,40,val
02185_H_A_N_C6,270,4.505000114440918,0.6414921879768372,7,kp7,40,val
02185_H_A_N_C6,264,4.4039998054504395,0.5892783403396606,8,kp7,40,val
02185_H_A_N_C6,312,5.204999923706055,0.5535120964050293,9,kp7,40,val
02185_H_A_N_C6,258,4.303999900817871,0.5220503807067871,10,kp7,40,val
02185_H_A_N_C6,252,4.203999996185303,0.5093291997909546,11,kp7,40,val
02185_H_A_N_C6,246,4.104000091552734,0.501244068145752,12,kp7,40,val
02185_H_A_N_C6,318,5.304999828338623,0.4885505139827728,13,kp7,40,val
02185_H_A_N_C6,240,4.004000186920166,0.47173139452934265,14,kp7,40,val
02185_H_A_N_C6,324,5.40500020980835,0.4403734505176544,15,kp7,40,val
02185_H_A_N_C6,234,3.9040000438690186,0.42511871457099915,16,kp7,40,val
02193_H_A_N_C7,234,3.9040000438690186,0.8751729726791382,1,kp7,40,val
02193_H_A_N_C7,240,4.004000186920166,0.8383997082710266,2,kp7,40,val
02193_H_A_N_C7,228,3.803999900817871,0.7704041004180908,3,kp7,40,val
02193_H_A_N_C7,222,3.7039999961853027,0.5796888470649719,4,kp7,40,val
02193_H_A_N_C7,246,4.104000091552734,0.5482820272445679,5,kp7,40,val
02193_H_A_N_C7,216,3.6040000915527344,0.4904199242591858,6,kp7,40,val
02193_H_A_N_C7,252,4.203999996185303,0.4892359673976898,7,kp7,40,val
02193_H_A_N_C7,258,4.303999900817871,0.46053048968315125,8,kp7,40,val
02193_H_A_N_C7,264,4.4039998054504395,0.40272656083106995,9,kp7,40,val
02193_H_A_N_C7,210,3.503999948501587,0.3965243399143219,10,kp7,40,val
02266_H_A_N_C6,264,4.4039998054504395,0.891103982925415,1,kp7,40,val
02266_H_A_N_C6,258,4.303999900817871,0.8451452851295471,2,kp7,40,val
02266_H_A_N_C6,270,4.505000114440918,0.7723678350448608,3,kp7,40,val
02266_H_A_N_C6,252,4.203999996185303,0.7349730730056763,4,kp7,40,val
02266_H_A_N_C6,276,4.605000019073486,0.6963219046592712,5,kp7,40,val
02266_H_A_N_C6,246,4.104000091552734,0.6148906946182251,6,kp7,40,val
02266_H_A_N_C6,282,4.704999923706055,0.5393027067184448,7,kp7,40,val
02266_H_A_N_C6,240,4.004000186920166,0.4119100868701935,8,kp7,40,val
02266_H_A_N_C6,234,3.9040000438690186,0.39475464820861816,9,kp7,40,val
02266_H_A_N_C6,288,4.804999828338623,0.3734833598136902,10,kp7,40,val
02274_H_A_N_C5,186,3.1029999256134033,0.8074095845222473,1,kp7,40,val
02274_H_A_N_C5,180,3.003000020980835,0.8011189699172974,2,kp7,40,val
02274_H_A_N_C5,192,3.203000068664551,0.7337262630462646,3,kp7,40,val
02274_H_A_N_C5,198,3.302999973297119,0.6777116656303406,4,kp7,40,val
02274_H_A_N_C5,282,4.704999923706055,0.6531834602355957,5,kp7,40,val
02274_H_A_N_C5,204,3.4030001163482666,0.6509371399879456,6,kp7,40,val
02274_H_A_N_C5,210,3.503999948501587,0.6325711607933044,7,kp7,40,val
02274_H_A_N_C5,216,3.6040000915527344,0.6153085231781006,8,kp7,40,val
02274_H_A_N_C5,222,3.7039999961853027,0.6024388670921326,9,kp7,40,val
02274_H_A_N_C5,228,3.803999900817871,0.5939257740974426,10,kp7,40,val
02274_H_A_N_C5,234,3.9040000438690186,0.5835349559783936,11,kp7,40,val
02274_H_A_N_C5,288,4.804999828338623,0.5832388401031494,12,kp7,40,val
02274_H_A_N_C5,240,4.004000186920166,0.5695204734802246,13,kp7,40,val
02274_H_A_N_C5,252,4.203999996185303,0.5674995183944702,14,kp7,40,val
02274_H_A_N_C5,246,4.104000091552734,0.5628584623336792,15,kp7,40,val
02274_H_A_N_C5,258,4.303999900817871,0.5523285865783691,16,kp7,40,val
02274_H_A_N_C5,264,4.4039998054504395,0.527305543422699,17,kp7,40,val
02274_H_A_N_C5,276,4.605000019073486,0.5156248807907104,18,kp7,40,val
02274_H_A_N_C5,270,4.505000114440918,0.49409231543540955,19,kp7,40,val
02274_H_A_N_C5,294,4.90500020980835,0.48855841159820557,20,kp7,40,val
02293_H_A_N_C8,276,4.605000019073486,0.9263002872467041,1,kp7,40,val
02293_H_A_N_C8,282,4.704999923706055,0.9231811165809631,2,kp7,40,val
02293_H_A_N_C8,270,4.505000114440918,0.921643853187561,3,kp7,40,val
02293_H_A_N_C8,288,4.804999828338623,0.9214408993721008,4,kp7,40,val
02293_H_A_N_C8,264,4.4039998054504395,0.9134060740470886,5,kp7,40,val
02293_H_A_N_C8,294,4.90500020980835,0.9133780002593994,6,kp7,40,val
02293_H_A_N_C8,312,5.204999923706055,0.9124654531478882,7,kp7,40,val
02293_H_A_N_C8,318,5.304999828338623,0.9124312400817871,8,kp7,40,val
02293_H_A_N_C8,306,5.105000019073486,0.9076710939407349,9,kp7,40,val
02293_H_A_N_C8,300,5.005000114440918,0.9057743549346924,10,kp7,40,val
02293_H_A_N_C8,324,5.40500020980835,0.9022379517555237,11,kp7,40,val
02293_H_A_N_C8,330,5.50600004196167,0.8792998194694519,12,kp7,40,val
02293_H_A_N_C8,336,5.605999946594238,0.8543453812599182,13,kp7,40,val
02293_H_A_N_C8,246,4.104000091552734,0.8307622671127319,14,kp7,40,val
02293_H_A_N_C8,258,4.303999900817871,0.8233211636543274,15,kp7,40,val
02293_H_A_N_C8,252,4.203999996185303,0.8205433487892151,16,kp7,40,val
02293_H_A_N_C8,240,4.004000186920166,0.8099833726882935,17,kp7,40,val
02293_H_A_N_C8,342,5.705999851226807,0.792463481426239,18,kp7,40,val
02293_H_A_N_C8,354,5.906000137329102,0.7767466306686401,19,kp7,40,val
02293_H_A_N_C8,348,5.806000232696533,0.7703765034675598,20,kp7,40,val
02293_H_A_N_C8,360,6.00600004196167,0.6752398014068604,21,kp7,40,val
02293_H_A_N_C8,234,3.9040000438690186,0.6616671085357666,22,kp7,40,val
02293_H_A_N_C8,366,6.105999946594238,0.6250042915344238,23,kp7,40,val
02293_H_A_N_C8,372,6.205999851226807,0.5486621856689453,24,kp7,40,val
02293_H_A_N_C8,210,3.503999948501587,0.5075339674949646,25,kp7,40,val
02293_H_A_N_C8,228,3.803999900817871,0.5004536509513855,26,kp7,40,val
02293_H_A_N_C8,204,3.4030001163482666,0.4925827085971832,27,kp7,40,val
02293_H_A_N_C8,216,3.6040000915527344,0.48502591252326965,28,kp7,40,val
02293_H_A_N_C8,378,6.306000232696533,0.4402695298194885,29,kp7,40,val
02293_H_A_N_C8,198,3.302999973297119,0.4111654758453369,30,kp7,40,val
02409_H_A_N_C8,414,6.900000095367432,0.8190293908119202,1,kp7,40,val
02409_H_A_N_C8,420,7.0,0.8159418106079102,2,kp7,40,val
02409_H_A_N_C8,408,6.800000190734863,0.762033224105835,3,kp7,40,val
02409_H_A_N_C8,402,6.699999809265137,0.6563116908073425,4,kp7,40,val
02409_H_A_N_C8,396,6.599999904632568,0.5515204668045044,5,kp7,40,val
02409_H_A_N_C8,390,6.5,0.5286359190940857,6,kp7,40,val
02409_H_A_N_C8,384,6.400000095367432,0.307986319065094,7,kp7,40,val
02409_H_A_N_C8,360,6.0,0.3019522428512573,8,kp7,40,val
02409_H_A_N_C8,288,4.800000190734863,0.2807348966598511,9,kp7,40,val
