video_id,true_label,pred_label,direction,max_score,top3_mean,top5_mean,positive_count,positive_ratio,max_consecutive,first_positive_window,last_positive_window,mean_keypoint_confidence,min_keypoint_confidence
00677_H_D_BY_C6,1,1,BY,0.6511509418487549,0.6310356259346008,0.6262179613113403,13,0.3170731707317073,11,5,18,0.38886235908764166,0.3525504767894745
00679_H_D_FY_C5,1,1,FY,0.9310930967330933,0.9283795356750488,0.9268649816513062,20,0.4878048780487805,20,6,25,0.2581286066915931,0.16507859528064728
00681_H_D_FY_C5,1,1,FY,0.5953541398048401,0.5926616787910461,0.5861721038818359,10,0.24390243902439024,9,0,25,0.3160430214753965,0.26228854060173035
00681_H_D_FY_C6,1,1,FY,0.6055765151977539,0.5956202149391174,0.578996479511261,5,0.12195121951219512,5,19,23,0.3433030705626418,0.27046501636505127
00681_H_D_FY_C7,1,1,FY,0.9658573269844055,0.965204656124115,0.9642049074172974,20,0.4878048780487805,20,5,24,0.2646009227851542,0.14615291357040405
00685_H_D_FY_C8,1,1,FY,0.9775956869125366,0.9775411486625671,0.977288544178009,24,0.5853658536585366,24,3,26,0.5329908481458339,0.39424774050712585
00686_H_D_BY_C5,1,0,BY,0.579860270023346,0.5169658660888672,0.5001835823059082,1,0.024390243902439025,1,11,11,0.3083712175125029,0.22441641986370087
00690_H_D_N_C6,0,0,N,0.4572375416755676,0.4180912971496582,0.3647827208042145,0,0.0,0,-1,-1,0.3745884052137049,0.2673158347606659
00693_H_D_BY_C5,1,1,BY,0.9722703695297241,0.9714276194572449,0.9705055356025696,26,0.6341463414634146,26,3,28,0.3961087647007733,0.33304497599601746
00693_H_D_BY_C6,1,1,BY,0.9589091539382935,0.9506016373634338,0.9454863667488098,24,0.5853658536585366,24,4,27,0.34493382166071634,0.2892807424068451
00694_H_D_N_C5,0,0,N,0.39056435227394104,0.3854248821735382,0.3797800838947296,0,0.0,0,-1,-1,0.34666783562520653,0.27595657110214233
00696_H_D_FY_C7,1,1,FY,0.9783274531364441,0.9776050448417664,0.9767719507217407,21,0.5121951219512195,21,0,20,0.48130992927202365,0.43412449955940247
00697_H_D_SY_C7,1,1,SY,0.8835062384605408,0.8799903392791748,0.8745120167732239,21,0.5121951219512195,18,1,23,0.43768509422860497,0.2840224504470825
00699_H_D_N_C8,0,1,N,0.924618124961853,0.9203546643257141,0.9176491498947144,18,0.43902439024390244,18,3,20,0.3019520771212694,0.19463017582893372
00703_H_D_N_C6,0,0,N,0.4909602105617523,0.4353024661540985,0.4084424376487732,0,0.0,0,-1,-1,0.47434625029563904,0.28787174820899963
00704_H_D_FY_C6,1,1,FY,0.9044864177703857,0.886568009853363,0.8672107458114624,14,0.34146341463414637,14,0,13,0.37028823320458576,0.34033963084220886
00705_H_D_BY_C7,1,1,BY,0.9641577005386353,0.9585881233215332,0.9534503221511841,17,0.4146341463414634,17,0,16,0.481521973522698,0.42377740144729614
00707_H_D_BY_C6,1,1,BY,0.6788247227668762,0.6482314467430115,0.6033161878585815,4,0.0975609756097561,4,16,19,0.36875935153263373,0.3460681438446045
00709_H_D_BY_C5,1,1,BY,0.978681743144989,0.9781947731971741,0.9777666330337524,25,0.6097560975609756,25,0,24,0.4387515121843757,0.3298572897911072
00709_H_D_BY_C6,1,1,BY,0.9772650599479675,0.9759933352470398,0.974576473236084,24,0.5853658536585366,24,0,23,0.35532114709295876,0.259164422750473
00714_H_D_FY_C5,1,1,FY,0.71699059009552,0.6973320841789246,0.6837442517280579,17,0.4146341463414634,17,10,26,0.3851994057980979,0.2931478023529053
00714_H_D_FY_C7,1,1,FY,0.9171381592750549,0.9151807427406311,0.9104248285293579,23,0.5609756097560976,20,3,27,0.29207363252232715,0.19252270460128784
00717_H_D_BY_C7,1,1,BY,0.9802147150039673,0.9801608920097351,0.9800068140029907,28,0.6829268292682927,28,6,33,0.42505680569788307,0.389514297246933
00719_H_D_BY_C6,1,1,BY,0.9802844524383545,0.9801645278930664,0.9798662066459656,24,0.5853658536585366,24,5,28,0.5483427353021575,0.4918576180934906
00719_H_D_BY_C7,1,1,BY,0.9787197709083557,0.9785873889923096,0.9781129956245422,25,0.6097560975609756,25,3,27,0.4082631810409267,0.3446446657180786
00721_H_D_BY_C6,1,1,BY,0.9762187004089355,0.9758768081665039,0.9748470187187195,25,0.6097560975609756,25,6,30,0.3767767156042704,0.302773118019104
00721_H_D_BY_C7,1,1,BY,0.9802891612052917,0.9801236987113953,0.9797881841659546,28,0.6829268292682927,28,3,30,0.42792250470417303,0.2970679700374603
00722_H_D_FY_C5,1,1,FY,0.9786317348480225,0.978477418422699,0.9783108830451965,26,0.6341463414634146,26,2,27,0.4187741599431852,0.30381065607070923
00722_H_D_FY_C7,1,1,FY,0.9588574767112732,0.9576916694641113,0.9569417238235474,22,0.5365853658536586,22,2,23,0.31086849148680523,0.2335192859172821
00723_H_D_SY_C5,1,1,SY,0.9802520871162415,0.9801121354103088,0.9798917770385742,26,0.6341463414634146,26,0,25,0.3805991414843536,0.2142854481935501
00724_H_D_BY_C5,1,1,BY,0.9807008504867554,0.9805967211723328,0.9801715612411499,22,0.5365853658536586,22,0,21,0.31138730666986325,0.22300949692726135
00725_H_D_N_C5,0,0,N,0.4806567132472992,0.4615060091018677,0.43994230031967163,0,0.0,0,-1,-1,0.49418088430311624,0.45141854882240295
00726_H_D_FY_C5,1,1,FY,0.9780641794204712,0.9779658317565918,0.9777827262878418,26,0.6341463414634146,26,0,25,0.4445314291046887,0.37747904658317566
00727_H_D_SY_C7,1,1,SY,0.9801048636436462,0.9799845218658447,0.9797052145004272,28,0.6829268292682927,28,8,35,0.5889558588586202,0.5289856195449829
00729_H_D_N_C8,0,0,N,0.3567362129688263,0.312229186296463,0.2957286238670349,0,0.0,0,-1,-1,0.4637589745405244,0.40402454137802124
00731_H_D_FY_C7,1,1,FY,0.949039101600647,0.9478252530097961,0.9468277096748352,21,0.5121951219512195,21,11,31,0.2591659346731698,0.15335319936275482
00732_H_D_SY_C7,1,1,SY,0.9757249355316162,0.9749650359153748,0.974029541015625,25,0.6097560975609756,25,8,32,0.4431908486819849,0.35402095317840576
00733_H_D_BY_C5,1,1,BY,0.9795127511024475,0.9788190722465515,0.9785296320915222,25,0.6097560975609756,25,8,32,0.41128050990220977,0.27498719096183777
00735_H_D_FY_C6,1,1,FY,0.9802582263946533,0.9801997542381287,0.9798997044563293,28,0.6829268292682927,28,0,27,0.3588573300256962,0.23134765028953552
00736_H_D_SY_C5,1,1,SY,0.9806588888168335,0.980582058429718,0.9804738759994507,26,0.6341463414634146,26,2,27,0.30489504373655085,0.17079989612102509
00736_H_D_SY_C8,1,1,SY,0.7444704174995422,0.6995320916175842,0.665833592414856,12,0.2926829268292683,11,15,39,0.3340313376449957,0.2727060914039612
00737_H_D_BY_C8,1,1,BY,0.8986561894416809,0.8722019791603088,0.8402621150016785,21,0.5121951219512195,21,6,26,0.38576943118397783,0.36135804653167725
00739_H_D_FY_C6,1,1,FY,0.9757778644561768,0.9753518104553223,0.9733400344848633,25,0.6097560975609756,25,7,31,0.3897581282185345,0.35843294858932495
00741_H_D_FY_C5,1,1,FY,0.8670664429664612,0.8654690384864807,0.8628422617912292,20,0.4878048780487805,20,13,32,0.2761153527876226,0.14149613678455353
00745_O_E_FY_C7,1,1,FY,0.9768046736717224,0.9764317870140076,0.976024329662323,18,0.43902439024390244,18,0,17,0.5345259287008425,0.44914504885673523
00748_O_E_N_C5,0,0,N,0.2248811274766922,0.19556385278701782,0.18113619089126587,0,0.0,0,-1,-1,0.42017655765138023,0.4045647084712982
00749_O_E_FY_C7,1,1,FY,0.9646477699279785,0.9644907116889954,0.9637210965156555,19,0.4634146341463415,19,0,18,0.5610172879405138,0.5129570960998535
00750_O_E_BY_C8,1,1,BY,0.9793570041656494,0.9790146350860596,0.9785948991775513,20,0.4878048780487805,20,0,19,0.3340790533437962,0.30495068430900574
00751_O_E_N_C5,0,0,N,0.2993004024028778,0.26359808444976807,0.23975002765655518,0,0.0,0,-1,-1,0.5262433871990297,0.4868431091308594
00755_O_E_BY_C8,1,1,BY,0.9765465259552002,0.9761981964111328,0.9758783578872681,14,0.34146341463414637,14,0,13,0.22016217650436773,0.1735108643770218
00758_O_E_N_C7,0,0,N,0.32720762491226196,0.32557743787765503,0.3155633807182312,0,0.0,0,-1,-1,0.4389474530045579,0.3694324195384979
00759_O_E_FY_C7,1,1,FY,0.9637479782104492,0.9554926753044128,0.9163650274276733,7,0.17073170731707318,7,0,6,0.40530879032321093,0.37496066093444824
00761_O_E_N_C5,0,0,N,0.181745707988739,0.17284204065799713,0.16746219992637634,0,0.0,0,-1,-1,0.3834428205722716,0.3719082176685333
00761_O_E_N_C7,0,0,N,0.18879374861717224,0.18665258586406708,0.1848665028810501,0,0.0,0,-1,-1,0.40583292740147286,0.3430258631706238
00761_O_E_N_C8,0,0,N,0.19031839072704315,0.1871310919523239,0.18211735785007477,0,0.0,0,-1,-1,0.6569592909115117,0.5878209471702576
00762_O_E_N_C8,0,0,N,0.1944822072982788,0.17140613496303558,0.16452258825302124,0,0.0,0,-1,-1,0.5293621864260697,0.4540051817893982
00764_O_E_BY_C5,1,1,BY,0.8228867650032043,0.7760818600654602,0.6827775239944458,4,0.0975609756097561,4,0,3,0.22788944258922483,0.19170235097408295
00764_O_E_BY_C6,1,1,BY,0.9766238331794739,0.9764056205749512,0.9760149121284485,15,0.36585365853658536,15,0,14,0.39225088423345145,0.20360510051250458
00769_O_E_N_C7,0,0,N,0.12702812254428864,0.12180256843566895,0.11826839298009872,0,0.0,0,-1,-1,0.3252718157884551,0.28749385476112366
00772_O_E_FY_C6,1,1,FY,0.9585922360420227,0.8334383964538574,0.6843346953392029,3,0.07317073170731707,3,0,2,0.3996370892699172,0.33869239687919617
00774_O_E_N_C6,0,0,N,0.36728718876838684,0.3536207675933838,0.3341069519519806,0,0.0,0,-1,-1,0.42149905678702565,0.3905428647994995
00774_O_E_N_C7,0,0,N,0.3652018904685974,0.35397663712501526,0.3387189507484436,0,0.0,0,-1,-1,0.440910486186423,0.33702510595321655
00775_O_E_FY_C5,1,1,FY,0.9709219336509705,0.9696195125579834,0.96830815076828,17,0.4146341463414634,14,0,18,0.27385574506550303,0.2048700898885727
00776_O_E_BY_C6,1,1,BY,0.9805783033370972,0.9804204106330872,0.9801952242851257,18,0.43902439024390244,18,0,17,0.3729531038098219,0.2950243353843689
00777_O_E_N_C7,0,0,N,0.34483957290649414,0.33654069900512695,0.3160201907157898,0,0.0,0,-1,-1,0.467212504729992,0.4068000018596649
00781_O_E_N_C8,0,0,N,0.3116104304790497,0.3019174635410309,0.29781728982925415,0,0.0,0,-1,-1,0.4820542902481265,0.43109071254730225
00784_O_E_FY_C8,1,1,FY,0.9528781771659851,0.9491097331047058,0.9425517320632935,11,0.2682926829268293,11,0,10,0.38817191342028173,0.3122085928916931
00786_O_E_FY_C8,1,1,FY,0.8912292718887329,0.8822347521781921,0.8769456148147583,12,0.2926829268292683,12,0,11,0.34876132738299487,0.3156493008136749
00787_O_E_BY_C5,1,1,BY,0.9671667814254761,0.9671242833137512,0.9670388102531433,20,0.4878048780487805,20,0,19,0.39579135179519653,0.3795316517353058
00787_O_E_BY_C6,1,1,BY,0.7072228193283081,0.6974495053291321,0.6919601559638977,18,0.43902439024390244,18,0,17,0.31382702799831946,0.21057391166687012
00787_O_E_BY_C7,1,1,BY,0.966555655002594,0.964688241481781,0.9630537033081055,19,0.4634146341463415,19,0,18,0.3765284215531698,0.3270570635795593
00787_O_E_BY_C8,1,1,BY,0.9746299982070923,0.97430020570755,0.973904013633728,19,0.4634146341463415,19,0,18,0.5355887652897253,0.4749159812927246
00790_O_E_BY_C7,1,1,BY,0.9719035029411316,0.9694287776947021,0.9646121263504028,11,0.2682926829268293,11,0,10,0.5971192434066679,0.49152085185050964
00793_O_E_FY_C8,1,1,FY,0.9683360457420349,0.9678964018821716,0.967108428478241,13,0.3170731707317073,13,0,12,0.19992434978485107,0.15956807136535645
00794_O_E_BY_C7,1,1,BY,0.9796955585479736,0.9794465899467468,0.9789894819259644,16,0.3902439024390244,16,0,15,0.484193569276391,0.4388671815395355
00794_O_E_BY_C8,1,1,BY,0.8022798299789429,0.7935330271720886,0.7773971557617188,16,0.3902439024390244,16,0,15,0.21147325816677837,0.11198965460062027
00795_O_E_BY_C8,1,1,BY,0.8737103343009949,0.8685386180877686,0.8593180775642395,17,0.4146341463414634,17,0,16,0.39192527750643286,0.3665224611759186
00796_O_E_FY_C6,1,1,FY,0.9776625037193298,0.9767141342163086,0.9761086702346802,14,0.34146341463414637,14,0,13,0.4673323456834002,0.43177706003189087
00797_O_E_BY_C5,1,1,BY,0.9756887555122375,0.9747109413146973,0.973412036895752,20,0.4878048780487805,20,0,19,0.4562489085081147,0.41226425766944885
00797_O_E_BY_C6,1,1,BY,0.9748036861419678,0.973966121673584,0.9719621539115906,20,0.4878048780487805,20,0,19,0.4504739714831841,0.42685064673423767
00797_O_E_BY_C7,1,1,BY,0.9754653573036194,0.9737653732299805,0.9726778268814087,23,0.5609756097560976,23,0,22,0.4605811841604186,0.3947544991970062
00799_O_E_N_C6,0,0,N,0.20974236726760864,0.18287640810012817,0.17222188413143158,0,0.0,0,-1,-1,0.37485871082398947,0.35151320695877075
00799_O_E_N_C7,0,0,N,0.21156394481658936,0.21082164347171783,0.20877715945243835,0,0.0,0,-1,-1,0.38352595160647135,0.35019218921661377
00799_O_E_N_C8,0,0,N,0.14588604867458344,0.14164720475673676,0.14042849838733673,0,0.0,0,-1,-1,0.3871988450608602,0.31813016533851624
00802_O_E_BY_C6,1,1,BY,0.7698343992233276,0.7603392601013184,0.7564778327941895,14,0.34146341463414637,14,0,13,0.2669931003233282,0.24113495647907257
00803_O_E_N_C8,0,0,N,0.2453392893075943,0.23764671385288239,0.224507138133049,0,0.0,0,-1,-1,0.57871426387531,0.49803847074508667
00807_O_E_N_C5,0,0,N,0.18401886522769928,0.16446058452129364,0.15696600079536438,0,0.0,0,-1,-1,0.4399209771214462,0.43673375248908997
00807_O_E_N_C8,0,0,N,0.18505826592445374,0.17512328922748566,0.1722056120634079,0,0.0,0,-1,-1,0.44521824397691867,0.4392659366130829
00809_O_E_BY_C6,1,1,BY,0.959053635597229,0.9580693244934082,0.9574356079101562,14,0.34146341463414637,14,0,13,0.33628979325294495,0.2346569299697876
00809_O_E_BY_C7,1,1,BY,0.966742217540741,0.965813934803009,0.962796688079834,15,0.36585365853658536,15,0,14,0.39648445277679256,0.2552986145019531
00811_O_E_N_C7,0,0,N,0.17626574635505676,0.16930492222309113,0.15869140625,0,0.0,0,-1,-1,0.34733247611580825,0.333944171667099
00813_O_E_BY_C5,1,1,BY,0.9792881608009338,0.9789113998413086,0.9787610173225403,16,0.3902439024390244,16,0,15,0.3565275320192663,0.28485843539237976
00813_O_E_BY_C7,1,1,BY,0.9754491448402405,0.9741267561912537,0.9732601046562195,17,0.4146341463414634,17,0,16,0.4698627431218217,0.4141097068786621
00815_O_E_BY_C6,1,1,BY,0.9759449362754822,0.9756106734275818,0.9747484922409058,25,0.6097560975609756,25,0,24,0.5082875824556118,0.40268996357917786
00822_O_E_N_C6,0,0,N,0.29646024107933044,0.24186594784259796,0.21574199199676514,0,0.0,0,-1,-1,0.3320478840572078,0.27504533529281616
00822_O_E_N_C7,0,0,N,0.33945414423942566,0.3036789000034332,0.2722209095954895,0,0.0,0,-1,-1,0.34470080675148385,0.2999669909477234
00822_O_E_N_C8,0,0,N,0.3187984824180603,0.24229519069194794,0.2181968241930008,0,0.0,0,-1,-1,0.2891525967818935,0.1747421771287918
00826_O_E_N_C6,0,0,N,0.20157364010810852,0.16589590907096863,0.15098682045936584,0,0.0,0,-1,-1,0.31609140954366544,0.27393582463264465
00826_O_E_N_C7,0,0,N,0.1717776507139206,0.16447795927524567,0.16195271909236908,0,0.0,0,-1,-1,0.37520117367186195,0.3300093114376068
00828_O_E_FY_C7,1,1,FY,0.9762952327728271,0.9757118225097656,0.9749302864074707,26,0.6341463414634146,26,1,26,0.6077031914780779,0.5396525263786316
00829_O_E_BY_C7,1,1,BY,0.9791780114173889,0.9790660738945007,0.9789239168167114,27,0.6585365853658537,27,0,26,0.4555741228708407,0.42186373472213745
00831_O_E_N_C6,0,0,N,0.19410766661167145,0.18911857903003693,0.18271216750144958,0,0.0,0,-1,-1,0.4697335326090092,0.3662675619125366
00832_O_E_FY_C7,1,1,FY,0.9778077602386475,0.9775524139404297,0.9770649671554565,27,0.6585365853658537,27,2,28,0.6044467992898894,0.5287565588951111
00835_O_E_N_C5,0,0,N,0.2419353425502777,0.23235435783863068,0.21898908913135529,0,0.0,0,-1,-1,0.47691633352419227,0.41709983348846436
00836_O_E_FY_C7,1,1,FY,0.9758870601654053,0.9752517342567444,0.9738847613334656,22,0.5365853658536586,22,0,21,0.5339143465204936,0.4005367159843445
00837_O_E_BY_C7,1,1,BY,0.9737141728401184,0.9735496044158936,0.9732160568237305,21,0.5121951219512195,21,0,20,0.31991126297450645,0.16826827824115753
00839_O_E_BY_C7,1,1,BY,0.8566452860832214,0.8521307110786438,0.8455020189285278,19,0.4634146341463415,16,0,20,0.4179588476332223,0.33898261189460754
00841_O_E_BY_C7,1,1,BY,0.9779220819473267,0.9778545498847961,0.9777235984802246,19,0.4634146341463415,19,0,18,0.41231774484238976,0.31562191247940063
00843_O_E_BY_C8,1,1,BY,0.9794636964797974,0.9794089198112488,0.9792607426643372,25,0.6097560975609756,25,0,24,0.48727168760648587,0.4263305366039276
00845_O_E_BY_C6,1,1,BY,0.9700238108634949,0.9697737097740173,0.9689729809761047,23,0.5609756097560976,23,4,26,0.37301513698042893,0.3018256425857544
00845_O_E_BY_C7,1,1,BY,0.8989152908325195,0.8802977204322815,0.8757526278495789,23,0.5609756097560976,23,4,26,0.38459536469564204,0.23669850826263428
00845_O_E_BY_C8,1,1,BY,0.975359320640564,0.9751434326171875,0.9749892950057983,24,0.5853658536585366,24,3,26,0.5248911736941919,0.47815078496932983
00846_O_E_FY_C6,1,1,FY,0.9746478796005249,0.9737412333488464,0.9732556343078613,20,0.4878048780487805,20,0,19,0.4802418903606694,0.41840264201164246
00847_O_E_SY_C6,1,1,SY,0.9790465831756592,0.9787235260009766,0.9785671234130859,26,0.6341463414634146,26,5,30,0.4140352773957136,0.30727729201316833
00850_O_E_N_C5,0,0,N,0.2515873610973358,0.24697406589984894,0.24363815784454346,0,0.0,0,-1,-1,0.49912899223769586,0.4594113230705261
00850_O_E_N_C7,0,0,N,0.2854566276073456,0.2831210196018219,0.27991434931755066,0,0.0,0,-1,-1,0.3964236574928935,0.3826487362384796
00851_O_E_FY_C5,1,1,FY,0.9480983018875122,0.9445369839668274,0.9385409355163574,7,0.17073170731707318,7,0,6,0.4666891963016696,0.445694237947464
00854_O_E_BY_C7,1,1,BY,0.9768574237823486,0.9767710566520691,0.9767025113105774,29,0.7073170731707317,29,0,28,0.48985037280292043,0.2583569288253784
00858_O_E_BY_C6,1,1,BY,0.9736655950546265,0.9735760688781738,0.9734675288200378,20,0.4878048780487805,20,0,19,0.25593310848968787,0.16180568933486938
00858_O_E_BY_C7,1,1,BY,0.9772863984107971,0.9771115779876709,0.976866602897644,24,0.5853658536585366,24,0,23,0.6780170129566658,0.4478939175605774
00863_O_E_FY_C7,1,1,FY,0.9562302231788635,0.9551746845245361,0.9526052474975586,22,0.5365853658536586,18,0,28,0.6298645109665103,0.46979472041130066
00865_O_E_N_C6,0,0,N,0.1293863207101822,0.12634313106536865,0.12314534187316895,0,0.0,0,-1,-1,0.4607220895406676,0.38387832045555115
00866_O_E_N_C7,0,0,N,0.2754688262939453,0.2612713575363159,0.24401795864105225,0,0.0,0,-1,-1,0.4002116126258199,0.34680619835853577
00870_O_E_N_C6,0,0,N,0.17015212774276733,0.1686914712190628,0.16792868077754974,0,0.0,0,-1,-1,0.4962569104462135,0.460155189037323
00870_O_E_N_C8,0,0,N,0.17389748990535736,0.16949403285980225,0.16753020882606506,0,0.0,0,-1,-1,0.5570027726452526,0.532462477684021
00871_O_E_FY_C7,1,1,FY,0.9792125225067139,0.9785498976707458,0.9778909683227539,14,0.34146341463414637,14,0,13,0.6569512806287626,0.6189095973968506
00872_O_E_BY_C6,1,1,BY,0.8242900967597961,0.8177693486213684,0.8139344453811646,18,0.43902439024390244,18,1,18,0.29875289557910545,0.18999461829662323
00872_O_E_BY_C7,1,1,BY,0.9804391264915466,0.980337917804718,0.9801321029663086,24,0.5853658536585366,24,0,23,0.6805998116004758,0.5258350372314453
00872_O_E_BY_C8,1,1,BY,0.8867502808570862,0.8863601088523865,0.8860589265823364,22,0.5365853658536586,22,0,21,0.19708091020584106,0.1515032947063446
00874_O_E_N_C7,0,0,N,0.19227345287799835,0.18445110321044922,0.1724531054496765,0,0.0,0,-1,-1,0.5635971048983132,0.5230331420898438
00875_O_E_FY_C6,1,1,FY,0.9599258899688721,0.9598022103309631,0.959324061870575,26,0.6341463414634146,26,0,25,0.26655763533057236,0.1784648895263672
00875_O_E_FY_C7,1,1,FY,0.9798043966293335,0.9796757698059082,0.9793469309806824,24,0.5853658536585366,24,0,23,0.6290856294515657,0.5146628022193909
00875_O_E_FY_C8,1,1,FY,0.776233434677124,0.7415422797203064,0.7295317649841309,16,0.3902439024390244,16,0,15,0.20717726284410895,0.10425825417041779
00878_O_E_BY_C6,1,1,BY,0.9074853658676147,0.903088390827179,0.8984652757644653,20,0.4878048780487805,20,4,23,0.49269779062852626,0.41344591975212097
00878_O_E_BY_C8,1,1,BY,0.846950113773346,0.8203635215759277,0.7552027106285095,16,0.3902439024390244,14,6,23,0.40941477548785327,0.34502559900283813
00881_O_E_FY_C5,1,1,FY,0.9680215120315552,0.9672676920890808,0.9661300778388977,18,0.43902439024390244,18,0,17,0.5109430435227185,0.385081946849823
00881_O_E_FY_C6,1,1,FY,0.7984896302223206,0.7943935990333557,0.7899147272109985,15,0.36585365853658536,15,0,14,0.25115531501246663,0.22470854222774506
00881_O_E_FY_C7,1,1,FY,0.9535712003707886,0.9478095173835754,0.9273058772087097,17,0.4146341463414634,17,0,16,0.4657018962429791,0.307084858417511
00885_O_E_FY_C8,1,0,FY,0.3142351806163788,0.2708933651447296,0.2534928023815155,0,0.0,0,-1,-1,0.4561681027819471,0.42290738224983215
00886_O_E_SY_C7,1,0,SY,0.4436732232570648,0.40916523337364197,0.38812339305877686,0,0.0,0,-1,-1,0.4652450150106011,0.3815250098705292
00886_O_E_SY_C8,1,0,SY,0.43967390060424805,0.42961278557777405,0.42163848876953125,0,0.0,0,-1,-1,0.506667344308481,0.3917037546634674
00888_O_E_N_C7,0,0,N,0.4345822036266327,0.4301200211048126,0.4037272036075592,0,0.0,0,-1,-1,0.5427330783227595,0.47296133637428284
00888_O_E_N_C8,0,0,N,0.39918407797813416,0.3360999822616577,0.2858109772205353,0,0.0,0,-1,-1,0.346384114608532,0.2704384922981262
00889_O_E_N_C7,0,0,N,0.4000876843929291,0.3920696973800659,0.34873130917549133,0,0.0,0,-1,-1,0.4202900070969651,0.3921562135219574
00889_O_E_N_C8,0,0,N,0.5333149433135986,0.4861208498477936,0.44302693009376526,1,0.024390243902439025,1,0,0,0.36971708405308606,0.3449011445045471
00890_O_E_FY_C7,1,1,FY,0.974881649017334,0.9744179844856262,0.973971962928772,19,0.4634146341463415,19,0,18,0.38475871740317924,0.35813429951667786
00891_O_E_BY_C7,1,1,BY,0.9749497175216675,0.9748033881187439,0.9744536280632019,19,0.4634146341463415,19,0,18,0.4336174748292783,0.4110878109931946
00893_O_E_N_C5,0,0,N,0.48124411702156067,0.47416189312934875,0.4605182707309723,0,0.0,0,-1,-1,0.3713403584026709,0.3591923117637634
00894_O_E_FY_C5,1,1,FY,0.906835675239563,0.904090404510498,0.9022012948989868,22,0.5365853658536586,22,8,29,0.3376575948261633,0.26537612080574036
00897_O_E_BY_C5,1,1,BY,0.9804213047027588,0.9802147746086121,0.9800359606742859,24,0.5853658536585366,24,0,23,0.44443499751207305,0.3888823986053467
00897_O_E_BY_C8,1,1,BY,0.9794349670410156,0.9792736172676086,0.979027271270752,26,0.6341463414634146,26,0,25,0.3716703573378121,0.33634287118911743
00898_O_E_FY_C5,1,1,FY,0.9572423100471497,0.9564934372901917,0.9555906057357788,22,0.5365853658536586,22,1,22,0.30881874554040956,0.21553005278110504
00909_O_E_N_C7,0,0,N,0.22990845143795013,0.22791291773319244,0.225423663854599,0,0.0,0,-1,-1,0.2727857068544481,0.23912061750888824
00912_O_E_N_C5,0,0,N,0.2807871401309967,0.2674480378627777,0.25053662061691284,0,0.0,0,-1,-1,0.5677554796381694,0.5108854174613953
00913_O_E_N_C7,0,0,N,0.17111949622631073,0.16858625411987305,0.16585402190685272,0,0.0,0,-1,-1,0.5508281624898678,0.49402958154678345
00917_O_E_N_C5,0,0,N,0.31750985980033875,0.30997398495674133,0.28523826599121094,0,0.0,0,-1,-1,0.48264342691840195,0.4389403164386749
00918_O_E_FY_C8,1,1,FY,0.9611321091651917,0.960529625415802,0.9593262672424316,28,0.6829268292682927,28,4,31,0.4075050906437199,0.3286040127277374
00927_O_E_BY_C5,1,1,BY,0.9795097708702087,0.9789960384368896,0.9782199859619141,24,0.5853658536585366,24,0,23,0.4670623715330915,0.41429904103279114
00930_O_E_BY_C6,1,1,BY,0.7985484600067139,0.7771689295768738,0.7649117708206177,8,0.1951219512195122,8,0,7,0.48259903381510477,0.4640611410140991
00932_O_E_N_C7,0,0,N,0.6485173106193542,0.5292022824287415,0.44995632767677307,2,0.04878048780487805,2,0,1,0.49341781328364115,0.47894227504730225
00932_O_E_N_C8,0,0,N,0.4922780692577362,0.40904638171195984,0.3526061475276947,0,0.0,0,-1,-1,0.41249701816861223,0.3787837624549866
00933_O_E_FY_C5,1,1,FY,0.9806808829307556,0.9805503487586975,0.9803469777107239,28,0.6829268292682927,28,1,28,0.48275078651381703,0.4505328834056854
00933_O_E_FY_C6,1,1,FY,0.9808441996574402,0.9807392954826355,0.9804797172546387,27,0.6585365853658537,27,2,28,0.6286761077438913,0.5158236026763916
00938_O_E_BY_C6,1,1,BY,0.9230220317840576,0.9201967716217041,0.9173383712768555,24,0.5853658536585366,24,3,26,0.45215799823039915,0.1959281712770462
00938_O_E_BY_C8,1,1,BY,0.9767224192619324,0.9767158031463623,0.9766179919242859,22,0.5365853658536586,22,2,23,0.27550570521412826,0.21166500449180603
00940_O_E_BY_C8,1,1,BY,0.9466117024421692,0.9435737729072571,0.9406499862670898,11,0.2682926829268293,11,0,10,0.37694684761326486,0.35040682554244995
00941_O_E_N_C8,0,0,N,0.3710172176361084,0.3121490776538849,0.2736107110977173,0,0.0,0,-1,-1,0.30596032593308425,0.2694239914417267
00943_O_E_FY_C5,1,1,FY,0.9762685298919678,0.9761950373649597,0.9760991930961609,24,0.5853658536585366,24,1,24,0.41002981401071315,0.3169991075992584
00943_O_E_FY_C7,1,1,FY,0.9779932498931885,0.9777569770812988,0.9775725603103638,26,0.6341463414634146,26,0,25,0.49042214780319027,0.3959556519985199
00944_O_E_BY_C6,1,1,BY,0.9790416359901428,0.9785640239715576,0.9781780242919922,18,0.43902439024390244,18,0,17,0.5998699214400315,0.5486469864845276
00949_O_E_FY_C7,1,1,FY,0.9759191870689392,0.9757261872291565,0.9751341938972473,24,0.5853658536585366,24,0,23,0.49049690729234274,0.4523811638355255
00950_O_E_BY_C7,1,1,BY,0.9790359139442444,0.9786526560783386,0.9784179925918579,26,0.6341463414634146,26,0,25,0.5443814316900765,0.40310990810394287
00951_O_E_FY_C8,1,1,FY,0.9791920185089111,0.9790818691253662,0.9789118766784668,24,0.5853658536585366,24,1,24,0.5767281520657423,0.5197632312774658
